id:ID(Comment)|creationDate:LONG|locationIP:STRING|browserUsed:STRING|content:STRING|length:INT
962072975832|20120629061111632|27.105.50.3|Firefox|I see|5
962072975833|20120630065852943|190.108.133.151|Chrome|About Euclid, Elements, Euclid deduceAbout Brian Eno,  related to recordings About Agatha|89
962072975834|20120629142457856|27.105.50.3|Firefox|LOL|3
962072975835|20120629040400980|203.34.116.41|Chrome|About Dream a Little Dream of Me, Dream a Little Dream of Me is a song wiAbou|77
962072975836|20120630121553621|27.100.153.3|Firefox|About Will Smith, erful actor in Hollywood. SmAbout Vijayanagara Empire, ateau regi|83
962072975837|20120701010328249|197.255.179.214|Internet Explorer|right|5
1030792452578|20120814053922122|31.184.226.88|Chrome|About Elton John, ng Stone magazine's list of the 500 greatest albums of all time. |83
1030792452579|20120814081900791|31.184.226.88|Chrome|thanks|6
1030792452580|20120814060122137|61.17.197.42|Safari|roflol|6
1030792452581|20120813084524337|61.17.197.42|Safari|yes|3
1030792452582|20120815045014284|27.100.11.251|Chrome|About Elton John, ong, and helped establish his career duAbout Tough All Over|77
1030792452583|20120814122827815|27.100.11.251|Internet Explorer|roflol|6
1030792452584|20120813181523630|27.107.7.101|Chrome|cool|4
1030792452585|20120815023110619|1.4.5.106|Firefox|no way!|7
1030792452586|20120814073003249|27.100.11.251|Internet Explorer|right|5
1030792452587|20120813082458413|62.248.27.237|Firefox|About Robert E. Howard, the Barbarian and is regarded as the father of the sword and sorc|89
1030792452588|20120813082455118|27.100.11.251|Internet Explorer|roflol|6
1030792452589|20120814054454464|31.184.226.88|Chrome|great|5
1030792452590|20120813101033174|14.1.2.63|Chrome|About Latvia,  Lithuania involved in trilateral Baltic States cooperation and Nordic-|85
1030792452591|20120813134531309|81.186.197.62|Firefox|great|5
962072975857|20120602035741369|41.138.47.146|Chrome|thanks|6
962072975858|20120601054045616|61.17.197.42|Safari|duh|3
962072975859|20120602052020847|27.107.7.101|Chrome|cool|4
962072975860|20120601060453804|41.138.47.146|Chrome|duh|3
962072975861|20120601221052928|14.1.2.63|Chrome|About Amputechture, mmer Jon Theodore, and is the first studio album to fea|75
962072975862|20120601223137568|31.184.226.88|Chrome|yes|3
962072975863|20120602201608489|14.1.2.63|Chrome|duh|3
962072975864|20120601055717371|41.78.135.207|Chrome|About Mao Zedong,  officeJune 19, 1945 – September 9, 1976(&1000000000000003100000031 y|87
962072975865|20120601064415650|14.208.255.176|Chrome|About Spanish Harlem Incident, stless palms'; her 'pearly eyes' and 'flashi|75
962072975866|20120601085314080|31.184.226.88|Chrome|maybe|5
962072975867|20120601114851067|27.107.7.101|Chrome|About Love Will Tear Us Apart, r US tour after his death, performed a few short set|83
962072975868|20120601055218739|192.136.45.196|Chrome|duh|3
962072975869|20120602204939980|41.138.47.146|Chrome|fine|4
962072975870|20120601132510593|31.184.226.88|Chrome|cool|4
962072975871|20120602002740377|1.4.5.106|Firefox|ok|2
962072975872|20120601064427844|81.186.197.62|Firefox|thanks|6
962072975873|20120602055007738|31.184.226.88|Chrome|roflol|6
893353499139|20120312014201282|14.1.2.63|Chrome|About Wilhelm Reich, alysis, and Arthur Janov's primal therAbout Glee: The|74
893353499140|20120312024518807|41.138.47.146|Chrome|thx|3
893353499141|20120311201513554|41.138.47.146|Chrome|maybe|5
893353499142|20120312145406977|14.208.255.176|Chrome|great|5
893353499143|20120312024131161|14.208.255.176|Chrome|I see|5
893353499144|20120311190955197|41.138.47.146|Chrome|About Wilhelm Reich, s a respected analyst for much of his life, fAbout Give a Little Bi|88
893353499145|20120311232139279|41.138.47.146|Chrome|roflol|6
893353499146|20120312164250258|27.100.11.251|Internet Explorer|About Kid Rock, e and was certified triple platinum in the U.S. He released Born Free on November 16, 2010. It was announced on June 16, 2011 that Bo|149
893353499147|20120312164340269|14.208.255.176|Chrome|good|4
893353499148|20120311191550472|41.138.47.146|Chrome|thanks|6
893353499149|20120312152820771|27.100.11.251|Internet Explorer|About Wilhelm Reich, mned. He began to violate soAbout William Penn, e House of Co|82
893353499150|20120312165551599|41.138.47.146|Chrome|About Kid Rock, inger-songwriter, musician, multi-instrumentalist and rapper with five About Professional Widow, rt and the Hot Dance Music/|140
893353499151|20120312195940417|27.100.11.251|Internet Explorer|About Kid Rock, n eight countries across Europe and in AAbout Ms. Jackson,  nea|79
893353499152|20120312013532317|27.100.11.251|Internet Explorer|great|5
893353499153|20120313102626098|14.208.255.176|Chrome|maybe|5
962072976057|20120627164846913|14.137.26.183|Chrome|About Gloria Estefan, efan, known professionAbout Nothing Exceeds Like Excess, thing E|86
962072976058|20120628104519106|2.56.239.37|Internet Explorer|no way!|7
962072976059|20120627222938584|190.5.80.37|Firefox|roflol|6
962072976060|20120628004803378|77.69.118.82|Internet Explorer|About Maria Theresa, ia Theresia WalburAbout Gloria Estefan, United States alonAbout J|86
962072976061|20120628050714335|121.127.18.252|Firefox|About Gloria Estefan, n albums sold worlAbout William Tecumseh Sherman, hat contribute|86
962072976062|20120628031820613|1.51.209.130|Firefox|About Aaron Copland,  early works incorporatAbout Libya,  a transitional adminisAbout Fo|88
962072976063|20120628011907757|14.129.88.21|Firefox|thx|3
1030792452801|20120714093712370|203.81.162.99|Chrome|About Maria Theresa,  was bigoted and superstitious. As a young monarchAbout Kingdom of Greece, li|98
962072976184|20120511020509016|14.1.98.136|Firefox|no way!|7
962072976185|20120510202956802|103.1.80.136|Firefox|I see|5
893353499728|20120409142304677|198.184.161.3|Chrome|About William Shakespeare, erpreted in diverse cultural About Fatimid Caliphate, sty|84
893353499729|20120409142343991|190.84.38.194|Opera|ok|2
893353499730|20120410064954781|49.194.208.50|Internet Explorer|fine|4
893353499731|20120409141730582|64.7.132.40|Firefox|yes|3
893353499732|20120409153546224|198.184.161.3|Chrome|About The Revolution Will Not Be Televised, go drums. A re-recorded vAbout|74
893353499733|20120409153011463|91.223.104.77|Firefox|right|5
893353499734|20120409160515019|203.34.116.41|Chrome|About P. G. Wodehouse, , short stories, plays, poems, song lyrics and numerous piecAbout Mauritius, ly in French. Asian languages also form part of the linguistAbout The Revolutio|179
893353499735|20120409231956811|192.223.88.63|Chrome|great|5
893353499736|20120409221359458|190.84.38.194|Opera|no|2
893353499737|20120409190528992|146.164.33.143|Chrome|duh|3
893353499738|20120409145634303|192.223.88.63|Chrome|About Geoffrey Chaucer, , courtier and diplomat. Among his many works, which inAbout Saint Helena, elena, Ascension and Tristan da Cunha which also includAbout Fati|164
893353499739|20120410121143487|24.109.163.61|Chrome|roflol|6
893353499740|20120410134949400|200.0.86.187|Firefox|About Brazil, nd extensive natural rAbout Fatimid Caliphate, cepting the final periAbo|86
893353499742|20120309033441883|143.108.178.52|Chrome|About Arthur Conan Doyle,  a prolific writer whose other works incAbout Rhodesi|79
893353499743|20120310005843959|192.159.117.198|Firefox|About Augustine of Hippo, y and baptism in AD 387, About Arthur Conan Doyl|74
893353499744|20120309033500931|192.159.117.198|Firefox|About Arthur Conan Doyle,  fiction stories, plays, romances, poetry, non-fiction and historical novAbout Hank Williams, ntgomery, Williams began |145
893353499745|20120309034407559|198.184.161.3|Chrome|yes|3
893353499746|20120309185519022|49.194.208.50|Internet Explorer|good|4
893353499747|20120310012412526|146.164.33.143|Chrome|About Augustine of Hippo, ording to his contemporary, JAbout John Dryden, translator|84
893353499748|20120310020744883|143.108.178.52|Chrome|About Augustine of Hippo,  known as Augustine, St. AugusAbout Arthur Conan Doyle, ks inc|88
893353499749|20120309034229020|198.184.161.3|Chrome|About Flower of Scotland, casions and sporting events. Although there is no official national anthem of Scotland, Flower of Scotland is one of a number o|153
893353499750|20120310030519633|112.196.252.7|Chrome|fine|4
755914546289|20111126213121788|200.0.86.187|Firefox|roflol|6
755914546290|20111126084906731|192.159.117.198|Firefox|About Puerto Rico, a number of smaller islands, thAbout Near You, y Bullet Records as cata|90
755914546291|20111127002703185|143.108.178.52|Chrome|About Nikolai Rimsky-Korsakov, akov's style was based on those of Glinka, BalAbout Austral|90
755914546292|20111127074835994|27.100.153.3|Firefox|LOL|3
755914546293|20111126153728437|27.100.153.3|Firefox|duh|3
755914546294|20111127054042053|192.159.117.198|Firefox|cool|4
755914546295|20111126183346223|192.159.117.198|Firefox|About Liberia,  west, Guinea on the north andAbout Billie Jean, was 82.00% (190-39), at t|89
755914546296|20111126104831843|192.160.128.117|Chrome|About Francis I of France,  origin of a long andAbout W. H. Auden, st writers of th|83
755914546297|20111127070229896|192.223.88.63|Chrome|thanks|6
687195069563|20110930041913462|192.160.128.117|Chrome|right|5
687195069564|20110930053422892|27.131.223.231|Firefox|no way!|7
687195069565|20110930065256966|192.159.117.198|Firefox|About David, te his own televisionAbout Take on Me, h a varied instrumentAbout Sa|81
687195069566|20110930213104648|192.159.117.198|Firefox|good|4
687195069567|20110930100702866|62.209.117.115|Chrome|About Pyotr Ilyich Tchaikovsky, t increasingly since the time About Out of Exile, Perfor|88
687195069568|20110930045409775|64.7.132.40|Firefox|I see|5
687195069569|20110930133538799|24.109.163.61|Chrome|About Augustine of Hippo, hurch and the AnglAbout Ferdinand Marcos, itical opponent, B|86
687195069570|20110930150052010|190.84.38.194|Opera|no|2
687195069571|20110930204055792|192.159.117.198|Firefox|good|4
687195069572|20111001094910742|190.84.38.194|Opera|duh|3
687195069573|20111001003614641|192.223.88.63|Chrome|thx|3
687195069574|20110930095625362|143.108.178.52|Chrome|ok|2
687195069575|20111001024455460|61.4.77.45|Firefox|LOL|3
687195069576|20110930071838386|192.159.117.198|Firefox|cool|4
687195069577|20111001020051004|192.159.117.198|Firefox|maybe|5
687195069578|20110930134015914|49.194.208.50|Internet Explorer|About Augustine of Hippo, stablished About Henry II of England,  Henry's re|75
687195069579|20111001100735940|49.194.208.50|Internet Explorer|duh|3
687195069580|20111001095301110|82.178.247.174|Firefox|great|5
687195069581|20110930140304441|64.7.132.40|Firefox|roflol|6
137439255695|20100512033615308|49.194.208.50|Internet Explorer|ok|2
137439255696|20100511133553540|64.7.132.40|Firefox|maybe|5
137439255697|20100512030326825|192.160.128.117|Chrome|no way!|7
137439255698|20100511125120945|58.84.132.153|Firefox|no|2
137439255699|20100511121645380|64.7.132.40|Firefox|thanks|6
137439255700|20100511120436784|213.55.98.105|Chrome|About William the Conqueror, rgy. He did About Augustus, we would calAbout Queen |81
137439255701|20100511120447330|49.194.208.50|Internet Explorer|thx|3
137439255702|20100512095437169|49.194.208.50|Internet Explorer|thx|3
137439255703|20100511122114028|49.194.208.50|Internet Explorer|fine|4
137439255704|20100511145235432|64.7.132.40|Firefox|cool|4
137439255705|20100512031310882|64.7.132.40|Firefox|I see|5
137439255706|20100511122227250|192.223.88.63|Chrome|cool|4
137439255707|20100511120516711|64.7.132.40|Firefox|fine|4
137439255708|20100512021926753|49.194.208.50|Internet Explorer|About Augustine of Hippo, divine grace. In About Francis of Assisi,  the patron |80
137439255709|20100512054223868|64.7.132.40|Firefox|roflol|6
137439255710|20100511202900270|192.160.128.117|Firefox|roflol|6
137439255711|20100511144942392|64.7.132.40|Firefox|great|5
137439255712|20100511154059740|192.223.88.63|Chrome|roflol|6
137439255713|20100511121009397|64.7.132.40|Firefox|About William the Conqueror, ngements foAbout Augustus,  (also stepAbout Pop|76
137439255714|20100512035210352|192.160.128.117|Chrome|About Francis of Assisi, reacher. He foundAbout Ennio Morricone, AFTAs during 1979|82
481036639396|20110414164107466|192.223.88.63|Chrome|About Augustine of Hippo, sm and afterward by tAbout Central Powers, erman Empir|80
481036639397|20110414180104461|143.108.178.52|Chrome|I see|5
481036639398|20110415085150606|143.108.178.52|Chrome|I see|5
481036639399|20110415105318163|192.160.128.117|Chrome|no|2
481036639400|20110414213116180|24.109.163.61|Chrome|About Augustine of Hippo, In the EasternAbout Central Powers, und the TripleAbout|81
481036639401|20110414224041132|192.223.88.63|Chrome|great|5
481036639402|20110414235208659|192.160.128.117|Chrome|no way!|7
481036639403|20110414170228808|143.108.178.52|Chrome|cool|4
481036639404|20110414233417734|192.159.117.198|Firefox|LOL|3
481036639405|20110415022852947|192.160.128.117|Chrome|no way!|7
481036639406|20110414165422464|192.160.128.117|Chrome|About Augustine of Hippo, and different perspeAbout Ennio Morricone, is more re|79
481036639407|20110414213126328|24.109.163.61|Chrome|maybe|5
1030792453317|20120726173841676|49.205.88.251|Firefox|duh|3
549756116167|20110521154653791|42.110.177.94|Internet Explorer|fine|4
549756116168|20110521165553765|27.100.15.152|Internet Explorer|thanks|6
549756116169|20110522112556545|49.206.129.69|Firefox|About Slovakia, e on 1 January 2009. Slovakia together with Slovenia and Estonia ar|83
549756116170|20110522120637546|61.11.77.50|Firefox|good|4
549756116171|20110523033041124|1.23.147.112|Firefox|yes|3
549756116172|20110521201202408|1.39.248.184|Internet Explorer|About Philip II of Spain, nd power, directing explorations all around the world and sett|88
549756116173|20110522233651119|27.109.16.223|Internet Explorer|About Philip K. Dick, andards, Dick wrote of these stories. In my wriAbout Slovakia,  Austro-|93
549756116174|20110522235209451|61.11.47.20|Safari|roflol|6
549756116175|20110522092240434|196.1.98.252|Firefox|LOL|3
549756116176|20110522082614325|61.247.235.24|Firefox|maybe|5
549756116177|20110523060511991|82.119.73.51|Internet Explorer|About Philip K. Dick, eal, and I wonder out loud About Slovakia, ations, OECD a|79
549756116178|20110522152242295|61.246.227.11|Firefox|no|2
549756116179|20110523061545491|196.1.98.252|Firefox|great|5
549756116180|20110522231752581|42.110.177.94|Internet Explorer|About Tony Blair, ecutive general election victories, andAbout Slovakia, ve |76
549756116181|20110523125944968|61.17.75.169|Internet Explorer|ok|2
549756116182|20110521155047167|61.17.75.169|Internet Explorer|yes|3
893353499876|20120331022729786|196.1.98.252|Firefox|About Hadrian, ilding Hadrian's Wall, which marked the northern limit of Ro|75
893353499877|20120331160646356|41.222.21.97|Firefox|good|4
893353499878|20120331021402872|61.11.47.20|Safari|no way!|7
893353499879|20120331063237637|61.11.47.20|Safari|cool|4
893353499880|20120331025455397|103.1.103.91|Opera|About Eritrea, location. It is located on the Red Sea with About Hadrian, ngst the sold|87
893353499881|20120331041723384|49.206.129.69|Firefox|About Hamid Karzai, elected by prominent Afghan political figurAbout Jacques Chirac, |85
893353499882|20120331131848101|61.11.47.20|Safari|fine|4
893353499883|20120331041604480|42.110.177.94|Internet Explorer|About The Kick Inside, n the UK album charts and has been certified Platinum b|78
893353499884|20120331083634022|61.17.75.169|Internet Explorer|yes|3
893353499885|20120331095923764|49.206.129.69|Firefox|About Jawaharlal Nehru, t Prime Minister of independent India (1947–64) and became note|87
893353499886|20120331072749095|61.247.235.24|Firefox|duh|3
893353499887|20120331030811800|27.100.15.152|Internet Explorer|no way!|7
893353499888|20120331081928347|27.116.50.27|Chrome|good|4
893353499889|20120331170727308|59.161.130.35|Internet Explorer|thanks|6
893353499890|20120331235844970|41.222.21.97|Firefox|About Hamid Karzai,  Conference on Afghanistan in Germany, Karzai was selectedAbout The Return of the Los Palmas 7|114
962072976628|20120514061701116|49.205.88.251|Firefox|thanks|6
962072976629|20120514040552869|59.161.130.35|Internet Explorer|About Hamid Karzai, ecember 2004. He became a dominant political fAbout Sweden, d parliame|90
962072976630|20120513224955147|1.39.248.184|Internet Explorer|About Hamid Karzai,  Islamic Republic of Afghanistan. He wAbout Pope Pius I|75
962072976631|20120514005114795|27.123.96.50|Firefox|About Hamid Karzai, , Afghanistan. After the 2004 presidential election, Karzai was declared winner About James Monroe, lected president in 1816, winning over |159
962072976632|20120514172716133|61.11.77.50|Firefox|LOL|3
962072976633|20120514054933744|61.247.235.24|Firefox|About Richard Dawkins, y of Oxford's Professor for Public Understanding of Science from About Sweden, tabloid format, and approx|128
962072976634|20120514005133919|61.247.235.24|Firefox|no|2
962072976635|20120514074749495|103.1.103.91|Opera|thanks|6
962072976636|20120513230305763|49.206.129.69|Firefox|About Hamid Karzai, r a two year term as Interim PresidentAbout Guatemala, |75
962072976637|20120514103508787|27.109.16.223|Internet Explorer|right|5
962072976638|20120513230317611|61.247.235.24|Firefox|About Amitabh Bachchan, ger, film producer and television presenter. He also had a|82
962072976639|20120514144746023|42.110.177.94|Internet Explorer|fine|4
962072976640|20120514044959906|27.100.15.152|Internet Explorer|yes|3
962072976641|20120514122346983|103.1.103.91|Opera|great|5
962072976642|20120514103425168|1.23.147.112|Firefox|maybe|5
962072976644|20120511200838513|103.1.100.238|Firefox|About British Cameroons,  1961, while Southern Cameroons became part of Came|76
962072976645|20120511131529998|61.246.227.11|Firefox|About Sweden, crease in popularity has been compared by international media t|77
962072976646|20120512012302647|41.74.32.85|Firefox|thx|3
962072976647|20120511120320702|59.161.130.35|Internet Explorer|thx|3
962072976648|20120511112316254|27.109.16.223|Internet Explorer|roflol|6
962072976649|20120511144740219|49.206.129.69|Firefox|right|5
962072976650|20120511112310512|27.123.96.50|Firefox|no way!|7
962072976651|20120511171851834|103.1.103.91|Opera|right|5
962072976652|20120511214557053|49.206.129.69|Firefox|right|5
481036639502|20110319222658817|61.17.72.85|Firefox|good|4
755914546448|20111220024828674|27.100.15.152|Internet Explorer|LOL|3
755914546449|20111219162941990|31.185.30.21|Internet Explorer|right|5
755914546450|20111219075851404|196.1.98.252|Firefox|About Edgar Prado, ccounts his fasAbout George B. McClellan, was reluctant tAbout Lea|85
755914546451|20111219091233316|49.136.152.61|Chrome|About Edgar Prado, ed States TAbout George Washington, rams. WashiAbout Geo|75
962072976661|20120509113515223|1.23.147.112|Firefox|good|4
893353499926|20120508151157873|103.1.103.91|Opera|yes|3
893353499927|20120508180232435|61.17.75.169|Internet Explorer|About Imelda Marcos, cal power, she held About Johnny Cash, e years, Cash also |79
893353499928|20120508183816068|27.100.15.152|Internet Explorer|duh|3
893353499929|20120508163357030|61.11.47.20|Safari|fine|4
893353499930|20120508171933366|1.23.147.112|Firefox|yes|3
962072976667|20120509053914703|49.136.152.61|Chrome|thx|3
962072976669|20120509021604685|49.206.129.69|Firefox|About Cowboys from Hell, reviation of theAbout Kingdom of England, om of Sc|75
962072976670|20120509084542917|1.39.248.184|Internet Explorer|thanks|6
893353499935|20120508143418086|196.1.98.252|Firefox|no|2
962072976672|20120509060037239|62.85.19.187|Internet Explorer|maybe|5
893353499937|20120508183249751|27.123.96.50|Firefox|cool|4
962072976674|20120509121102287|1.23.147.112|Firefox|yes|3
893353499939|20120508183217675|61.11.47.20|Safari|About Spanish Empire,  1565 navigator MAbout Guinea, ivided into thirtAbout Class|81
962072976676|20120509052542421|61.17.72.85|Firefox|About Imelda Marcos, sometimes rAbout Geoffrey Chaucer, philosopherAbout Ira Gers|81
962072976677|20120509122518832|61.17.75.169|Internet Explorer|duh|3
893353499942|20120508171815677|27.116.50.27|Chrome|cool|4
962072976679|20120510020016975|61.11.77.50|Firefox|fine|4
962072976680|20120509221754933|42.110.177.94|Internet Explorer|About Geoffrey Chaucer, in the civAbout Neil Gaiman, al in LiteAbout R. Kelly|77
962072976681|20120508234417926|61.17.75.169|Internet Explorer|no|2
962072976682|20120510161952055|1.23.147.112|Firefox|About Ludwig Wittgenstein, ded between his eAbout Neil Gaiman, He is the first aAbout R. Kelly, successful R&B arAbout Romania, onie, the OSCE, tAbout You Make Me|162
893353499947|20120508181053754|27.55.127.65|Firefox|right|5
962072976684|20120510163709779|61.17.75.169|Internet Explorer|About Albert, Prince Consort, at ExhibAbout Benjamin Franklin, okesman About R. |80
962072976685|20120511134944362|49.206.129.69|Firefox|About Ludwig Wittgenstein, e of theAbout Charles Gounod, ois GounAbout Christopher|82
962072976686|20120510213347537|61.11.77.50|Firefox|About Sheryl Crow, tti, John MAbout Sean Penn,  1981's TapAbout Paraguay,  and UruguaA|86
962072976687|20120511192544086|203.81.170.133|Internet Explorer|About Johann Wolfgang von Goethe,  as: CoAbout Christopher Columbus, the Re|75
962072976688|20120509132317612|61.246.227.11|Firefox|LOL|3
206158732594|20100819033238039|27.100.15.152|Internet Explorer|About John Major, ast Conservative leadAbout David Byrne, . He has received GraAbou|83
206158732595|20100819044410089|27.109.16.223|Internet Explorer|duh|3
206158732596|20100819153513604|27.109.16.223|Internet Explorer|yes|3
206158732597|20100819075059648|196.1.98.252|Firefox|thx|3
206158732598|20100819071910969|61.246.227.11|Firefox|no|2
206158732599|20100819050027271|27.123.96.50|Firefox|fine|4
206158732600|20100819112305387|1.23.147.112|Firefox|no|2
206158732601|20100819035109749|61.247.235.24|Firefox|LOL|3
206158732602|20100819035632400|27.123.96.50|Firefox|thx|3
137439255868|20100527192516028|61.246.227.11|Firefox|no way!|7
137439255869|20100527214553489|27.100.15.152|Internet Explorer|I see|5
137439255870|20100527180351935|27.123.96.50|Firefox|no|2
137439255871|20100527164423936|202.1.243.83|Internet Explorer|good|4
137439255872|20100527164024580|61.246.227.11|Firefox|About Pope Benedict XVI, hn Lateran, on 7 MayAbout The Blueprint 2: The Gift & The Curse, . The Curse has a soAbout It Takes a Nation of Mi|139
137439255873|20100527234945578|27.123.96.50|Firefox|About Francis Bacon, as knighted in 160About Paula Abdul,  on the Billboard About Iraq,|87
137439255874|20100527173532747|79.170.188.205|Internet Explorer|cool|4
137439255875|20100528004846058|27.100.15.152|Internet Explorer|no way!|7
137439255876|20100527221858666|88.85.113.246|Internet Explorer|yes|3
137439255877|20100527165631589|61.247.235.24|Firefox|thx|3
137439255878|20100528171022894|61.4.74.109|Firefox|yes|3
137439255879|20100527235537253|61.246.227.11|Firefox|About Ralph Vaughan Williams,  both influenced his editorial apprAbout Iraq,  complete end to what he alleged waAbout Lithuania, s occupied first by the Soviet UnioAbout B|171
137439255880|20100527164139947|27.123.96.50|Firefox|About Johann Sebastian Bach, He is now genAbout Pope Benedict XVI, m's denial ofAbout Thailand, Ko Sam|102
137439255881|20100528070524444|61.246.227.11|Firefox|duh|3
137439255883|20100528210116686|27.123.96.50|Firefox|no|2
137439255884|20100528125749154|61.247.235.24|Firefox|fine|4
137439255885|20100528013227243|119.47.117.153|Firefox|About Matt Groening, impsons, and namedAbout Paula Abdul, g her judging roleAbout Voltai|88
137439255886|20100528014751185|61.247.235.24|Firefox|yes|3
137439255887|20100528092335143|27.123.96.50|Firefox|fine|4
137439255888|20100528035610112|46.23.13.214|Internet Explorer|LOL|3
137439255889|20100528164324280|27.123.96.50|Firefox|I see|5
962072976723|20120509153907136|27.123.96.50|Firefox|I see|5
893353499988|20120508211320932|27.116.50.27|Chrome|great|5
893353499989|20120508205630160|42.110.177.94|Internet Explorer|no|2
893353499990|20120508164311629|1.39.248.184|Internet Explorer|About Stonewall Jackson, ee in the pantheon of the Lost Cause. MiliAbout United Sta|83
962072976727|20120508225637278|84.52.168.33|Chrome|About Federated States of Micronesia, h consists of thousands of sAbout 30 Minutes|82
893353499992|20120508172047594|117.121.236.100|Safari|great|5
893353499993|20120508164321631|27.100.15.152|Internet Explorer|right|5
962072976730|20120509212757552|103.1.100.238|Firefox|About Edward Elgar, hone seriously. BetweeAbout Mexico, administrative and finAbout Fe|86
962072976731|20120509223630743|27.116.50.27|Chrome|no|2
962072976732|20120509215528694|61.246.227.11|Firefox|thanks|6
893353499998|20120508132618386|27.116.50.27|Chrome|duh|3
893353499999|20120508215831686|46.186.106.99|Safari|About Ezra Pound, le in custody in Italy he had About Guam, 's indigenous people, first p|89
962072976736|20120509020439639|77.233.79.12|Safari|thanks|6
962072976737|20120509005516461|49.205.88.251|Firefox|duh|3
962072976738|20120509023837298|27.109.16.223|Internet Explorer|right|5
962072976739|20120509090757492|49.206.129.69|Firefox|no|2
893353500004|20120508144235245|27.116.50.27|Chrome|About Gilbert du Motier, marquis de Lafayette, de nationale in respAbout Ime|76
962072976741|20120508221406362|103.1.100.238|Firefox|thanks|6
962072976742|20120509030120089|103.1.103.91|Opera|maybe|5
893353500007|20120508135905593|27.116.50.27|Chrome|LOL|3
893353500008|20120508152842789|41.222.21.97|Firefox|About Gilbert du Motier, marquis de Lafayette, on. In the American RevAbout Imelda Marcos|89
962072976746|20120510012549742|61.17.75.169|Internet Explorer|thx|3
962072976747|20120509033721179|49.136.152.61|Chrome|About At Last, ere also the programme editors. The directorAbout Holding Out for a Hero|87
962072976748|20120509072710972|27.100.15.152|Internet Explorer|roflol|6
962072976749|20120509181151260|49.136.152.61|Chrome|maybe|5
962072976750|20120509200337347|27.123.96.50|Firefox|cool|4
962072976751|20120509033652024|61.17.72.85|Firefox|About Imelda Marcos, July 2, 1929) is a FAbout Anton Chekhov, olution of the |77
962072976752|20120510031341345|27.0.48.68|Firefox|About Imelda Marcos, cal locations. In 20About Rihanna, r in 2005, which makA|77
962072976753|20120510094949244|1.39.248.184|Internet Explorer|yes|3
962072976754|20120510031352322|27.116.50.27|Chrome|fine|4
962072976755|20120509052937881|27.109.16.223|Internet Explorer|fine|4
962072976756|20120509052454558|61.11.47.20|Safari|About David Letterman, ast on CBS. Letterman has been a fixture on late night television|88
962072976757|20120509042838635|103.1.100.238|Firefox|thx|3
962072976758|20120509160313408|61.246.227.11|Firefox|maybe|5
962072976759|20120509084058570|27.109.16.223|Internet Explorer|thx|3
962072976760|20120510031405264|196.1.98.252|Firefox|About Cicero, s of the Roman RepAbout Imelda Marcos,  district. She is About Rihanna,|85
962072976761|20120509093525601|1.39.248.184|Internet Explorer|ok|2
962072976762|20120510184639106|49.206.129.69|Firefox|About Rihanna, s of September 2011.About Straight Outta Lynwood, mpton, in sout|79
962072976763|20120511015129762|61.247.235.24|Firefox|LOL|3
893353500029|20120508151349088|61.17.75.169|Internet Explorer|ok|2
893353500030|20120508083511808|103.1.103.91|Opera|yes|3
755914546560|20111220142323814|103.1.103.91|Opera|right|5
755914546561|20111220140754936|27.100.15.152|Internet Explorer|About Laos, n providing electricity toAbout Blue Lines, op group Massive Atta|77
755914546562|20111220150251096|49.206.129.69|Firefox|cool|4
755914546563|20111221140005311|61.11.77.50|Firefox|About Physical Graffiti, hn Paul Jones considered leaAbout Blue Lines,  album by En|83
755914546564|20111221165411193|42.110.177.94|Internet Explorer|ok|2
755914546565|20111220183537390|196.1.98.252|Firefox|About Alexandre Dumas,  was the son of Alexandre Dumas, père, also About Laos,  1893, it became a French protectorate, withAbout The Great Pretender, ere created by Buck Ram, |175
755914546566|20111221195611281|61.247.235.24|Firefox|About Gustav Mahler, hough extremely wide in scopAbout Henry IV of England, olingbr|83
755914546567|20111222011249052|1.39.248.184|Internet Explorer|thanks|6
755914546568|20111221140024702|27.109.16.223|Internet Explorer|thanks|6
755914546569|20111220214727085|103.1.100.238|Firefox|About Alexandre Dumas, e son of Alexandre DumaAbout Henry VII of England,  the Roses. He|88
755914546570|20111221041128886|27.109.16.223|Internet Explorer|About Erwin Rommel, ew generals who consistently fought the Western AllieAbout Barack Obama, ty presidential primaries against Hillary Rodham ClinAbout Saint|157
962072976780|20120512182309336|49.136.152.61|Chrome|About Hassan II of Morocco, –1961) and his wife LalAbout Luxembourg, ux, reflecting the p|89
962072976781|20120512182716799|61.247.235.24|Firefox|no|2
962072976782|20120513062222496|1.186.69.247|Safari|About Luxembourg, Luxembourg has a population of over About Baltic states, ithuania (from north to south); FinlAbout Slobodan Milošević, onal|141
962072976783|20120513004434360|103.1.100.238|Firefox|roflol|6
962072976784|20120512225400199|27.100.15.152|Internet Explorer|no way!|7
962072976785|20120513133145397|49.206.129.69|Firefox|maybe|5
962072976786|20120512194650787|42.110.177.94|Internet Explorer|right|5
962072976787|20120513121822384|49.206.129.69|Firefox|yes|3
962072976788|20120512192301498|1.39.248.184|Internet Explorer|no|2
206158732694|20100819174931058|196.1.98.252|Firefox|About Are You Gonna Go My Way, It was written by LennAbout Second Polish Republic, lish|87
206158732695|20100819184114183|27.100.15.152|Internet Explorer|I see|5
206158732696|20100819180915674|27.123.96.50|Firefox|thanks|6
206158732697|20100820134508166|27.109.16.223|Internet Explorer|ok|2
